actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.037073974,-0.88364685,80.0,0.0037620526,-0.0027096488,0.10000002,0.0,80.0,0.1365342,86.819115,1.3730739,0.0229808,-1.3474653,5000,0.7933433,1000,1000.0,1000,5,0.0,863.3902117162943,859.9097210292705,856.9240346476436,5,2.512022528100228,1.4057435,0.016069869,-1.3891194,20000,0.79561305,1000,1000.0,1000,20,0.0,870.3325615376234,855.9490717273147,840.1555494945496,20,7.79705356533208,320.0,39.46424055099487,20000.0,16.0,612.8415989875793,320000.0,506.78791028947876,320000.0
0.04664978,-0.88364685,80.0,0.0045046555,-0.0037921749,0.10000002,0.0,80.0,0.10261666,87.761765,1.3736662,0.016810045,-1.3618608,5000,0.7862903,1000,1000.0,1000,5,0.0,885.1811517551541,872.7493847416248,864.3313376475126,5,7.915718959730319,1.4263963,0.016148223,-1.3584076,20000,0.7915089,1000,1000.0,1000,20,0.0,881.1211613416672,866.2917124150092,849.0413478552364,20,7.851406075936967,340.0,35.78570103645325,20000.0,17.0,648.696802854538,340000.0,558.8824424489245,340000.0
0.051636506,-0.88364685,80.0,0.006067158,-0.00391156,0.10000001,0.0,80.0,0.10227903,88.736946,1.377736,0.037076317,-1.3461373,5000,0.7806123,1000,1000.0,1000,5,0.0,892.1758161224425,870.4626710920835,815.6884486868512,5,27.82987876262277,1.399361,0.015402824,-1.4152784,20000,0.78373116,1000,1000.0,1000,20,0.0,895.5612649321556,877.3371089001652,858.4753910470754,20,10.517569258777728,360.0,34.465667486190796,20000.0,18.0,683.2294728755951,360000.0,580.2876154368201,360000.0
0.060309447,-0.88364685,80.0,0.0048942626,-0.0038445094,0.10000002,0.0,80.0,0.11383803,89.72144,1.4340425,0.021781554,-1.3279083,5000,0.7623354,1000,1000.0,1000,5,0.0,892.8848864659667,886.1031690630131,878.8789929896593,5,4.956597222144803,1.3843408,0.026259564,-1.4194547,20000,0.7703742,1000,1000.0,1000,20,0.0,906.976943358779,884.827223818819,858.8511542659253,20,11.129647479417603,380.0,35.014650106430054,20000.0,19.0,718.3066639900208,380000.0,571.1894860924862,380000.0
0.042001344,-0.88364685,80.0,0.004482345,-0.0027155587,0.10000002,0.0,80.0,0.106396265,90.4677,1.3809606,0.027212,-1.47135,5000,0.74969274,1000,1000.0,1000,5,0.0,891.2409896180034,880.8333582915366,867.7895711176097,5,8.910013355817144,1.3876172,0.017667865,-1.3805947,20000,0.75639045,1000,1000.0,1000,20,0.0,901.3532126843929,885.0236962812953,872.6583030195907,20,7.687847398681717,400.0,35.33140993118286,20000.0,20.0,753.7063684463501,400000.0,566.0685503056691,400000.0
0.034034424,-0.88364685,80.0,0.0037727482,-0.0016932791,0.10000002,0.0,80.0,0.11896718,90.38781,1.3805892,0.01372198,-1.393372,5000,0.7447574,1000,1000.0,1000,5,0.0,880.957953825593,876.9431190787815,873.6961519750766,5,2.4740333775637993,1.3974926,0.015472413,-1.3866502,20000,0.74738735,1000,1000.0,1000,20,0.0,896.4909567832947,879.7779380368753,843.5213871989399,20,12.49673895920034,420.0,34.560529947280884,20000.0,21.0,788.334370136261,420000.0,578.6948299261695,420000.0
0.028136596,-0.88364685,80.0,0.0037350284,-0.0017041073,0.10000002,0.0,80.0,0.109339654,89.981064,1.3257914,0.0106062535,-1.3456914,5000,0.73442334,1000,1000.0,1000,5,0.0,881.8906947523355,879.1718968492002,873.5656783822924,5,2.9887031906832204,1.3804005,0.00736125,-1.4052804,20000,0.74002236,1000,1000.0,1000,20,0.0,902.1653896272182,877.0603773688315,834.6763146303128,20,12.858719203657829,440.0,34.79007291793823,20000.0,22.0,823.1912455558777,440000.0,574.8766335493286,440000.0
0.030021973,-0.88364685,80.0,0.0034394634,-0.0017327453,0.10000002,0.0,80.0,0.08539298,89.76032,1.3508573,0.0041404567,-1.3800274,5000,0.74575317,1000,1000.0,1000,5,0.0,888.0345576126128,884.574524979014,879.3798445016146,5,3.008298106131204,1.4144456,0.017509293,-1.3976805,20000,0.7354796,1000,1000.0,1000,20,0.0,886.7737610191107,874.3311853641644,849.5664950869977,20,8.255341340927533,460.0,34.83040475845337,20000.0,23.0,858.0856609344482,460000.0,574.2109555917802,460000.0
0.0330072,-0.88364685,80.0,0.0050681145,-0.0015581972,0.10000002,0.0,80.0,0.09005461,89.81455,1.3934668,0.025764896,-1.4145889,5000,0.76231515,1000,1000.0,1000,5,0.0,893.0004781889438,881.5636636922776,859.4292451607762,5,11.756508141176196,1.4017103,0.022961538,-1.3737864,20000,0.74951637,1000,1000.0,1000,20,0.0,899.978612780571,878.887499890104,815.5015834160149,20,18.0384139087752,480.0,34.89199948310852,20000.0,24.0,893.04518699646,480000.0,573.1973030001376,480000.0
0.034957275,-0.88364685,80.0,0.0036464608,-0.0019445169,0.10000002,0.0,80.0,0.074146815,90.93963,1.3705667,0.013473923,-1.4091609,5000,0.7775055,1000,1000.0,1000,5,0.0,914.6492779776454,898.0471593693364,885.6589065250009,5,11.335335477254283,1.3949143,0.013634097,-1.3909323,20000,0.7703803,1000,1000.0,1000,20,0.0,906.2928729169071,891.1708733927866,872.7149649560452,20,9.667501899171587,500.0,34.55393147468567,20000.0,25.0,927.664751291275,500000.0,578.8053383925957,500000.0
0.03846054,-0.88364685,80.0,0.004739574,-0.0018538613,0.10000001,0.0,80.0,0.06501353,91.238205,1.3574878,0.025693638,-1.3880504,5000,0.78773725,1000,1000.0,1000,5,0.0,902.9583824630827,897.5317915635184,887.7889128392562,5,5.554683856876334,1.4199264,0.025550997,-1.3776573,20000,0.77829355,1000,1000.0,1000,20,0.0,916.825824085623,891.1453974717064,852.2833958603442,20,12.71592594342797,520.0,33.7207727432251,20000.0,26.0,961.4486737251282,520000.0,593.1062183033227,520000.0
0.040287476,-0.88364685,80.0,0.004788145,-0.0020316956,0.10000002,0.0,80.0,0.06796677,91.99221,1.3557713,0.030908784,-1.3725325,5000,0.7973029,1000,1000.0,1000,5,0.0,923.0754799991846,886.456158460828,826.7144192380947,5,31.901701620699598,1.3492402,0.012222899,-1.4000221,20000,0.7954626,1000,1000.0,1000,20,0.0,919.9707661420107,900.3912884733757,878.4249722212553,20,9.35274924575665,540.0,35.15701603889465,20000.0,27.0,996.6707181930542,540000.0,568.8764933256493,540000.0
0.036488038,-0.88364685,80.0,0.0036230907,-0.001972745,0.10000002,0.0,80.0,0.05114082,92.326126,1.3726702,0.024594432,-1.3910171,5000,0.804848,1000,1000.0,1000,5,0.0,918.5859528928995,906.298719547689,896.0427180603147,5,8.376335209230238,1.413753,0.015544392,-1.4067483,20000,0.79792726,1000,1000.0,1000,20,0.0,916.9807488694787,902.4329722003604,880.9108135066926,20,9.52423560790487,560.0,35.45177435874939,20000.0,28.0,1032.1881184577942,560000.0,564.1466573044478,560000.0
0.02249939,-0.88364685,80.0,0.003807118,-0.0012579156,0.10000002,0.0,80.0,0.046661157,92.703026,1.3390191,0.011939628,-1.3723762,5000,0.808548,1000,1000.0,1000,5,0.0,919.2415283173323,908.243417801708,898.2109600547701,5,8.193254012501873,1.3834158,0.008851957,-1.401257,20000,0.8038443,1000,1000.0,1000,20,0.0,923.0215684622526,905.20098866552,890.5326773896813,20,8.877797274376485,580.0,35.517905473709106,20000.0,29.0,1067.7714531421661,580000.0,563.0962674531668,580000.0
0.033021852,-0.88364685,80.0,0.0033177114,-0.002179683,0.10000002,0.0,80.0,0.050350703,92.63947,1.3970768,0.019698834,-1.3666204,5000,0.81233853,1000,1000.0,1000,5,0.0,920.7162080258131,897.9760047808289,863.2244915738702,5,19.32597168384915,1.4163063,0.027281657,-1.4161016,20000,0.8088787,1000,1000.0,1000,20,0.0,928.2931906729937,903.1340124788509,866.0162691548467,20,14.797224393687031,600.0,35.11006259918213,20000.0,30.0,1102.945246219635,600000.0,569.6372640607565,600000.0
0.043707274,-0.88364685,80.0,0.0036146366,-0.002319016,0.10000002,0.0,80.0,0.06655278,92.79348,1.4243902,-0.01027395,-1.3995116,5000,0.8247549,1000,1000.0,1000,5,0.0,918.3580213561654,911.5365117225796,902.6750314366072,5,5.286295481484086,1.404145,0.03471103,-1.3796693,20000,0.81667185,1000,1000.0,1000,20,0.0,922.2876785695553,904.0468245644922,845.0222351662815,20,15.951246073702837,620.0,35.409316062927246,20000.0,31.0,1138.418406009674,620000.0,564.8231093889879,620000.0
0.024165649,-0.88364685,80.0,0.0027123734,-0.0013907288,0.10000002,0.0,80.0,0.08812546,93.132,1.336701,0.042807855,-1.3579788,5000,0.8160442,1000,1000.0,1000,5,0.0,915.4377624578774,898.2526295348904,865.6012947689255,5,17.644047765922803,1.3780973,0.0100319395,-1.3672295,20000,0.82069314,1000,1000.0,1000,20,0.0,930.3753971606493,908.9474244115321,855.4438741644844,20,16.34203524005355,640.0,34.9701361656189,20000.0,32.0,1173.452580690384,640000.0,571.9165606127414,640000.0
0.032024536,-0.88364685,80.0,0.003081773,-0.00196344,0.10000002,0.0,80.0,0.049177937,93.17076,1.3363636,0.016689502,-1.3598366,5000,0.8224506,1000,1000.0,1000,5,0.0,923.362174667418,910.5536940903403,899.906631084159,5,7.881439675683283,1.4593849,0.02256543,-1.3927948,20000,0.8170752,1000,1000.0,1000,20,0.0,925.437338553369,910.2112005015485,891.6802883809432,20,9.647115957617816,660.0,34.889410734176636,20000.0,33.0,1208.4062855243683,660000.0,573.239833495055,660000.0
0.029431762,-0.88364685,80.0,0.004078114,-0.001485651,0.10000002,0.0,80.0,0.06977317,93.2244,1.4824077,0.009550506,-1.3496081,5000,0.82220304,1000,1000.0,1000,5,0.0,919.9544312655926,907.8639709468931,900.3710829950869,5,7.273937236137637,1.3882077,0.015188711,-1.4029527,20000,0.82286185,1000,1000.0,1000,20,0.0,933.846050426364,909.3203416319332,871.6649670153856,20,16.41938467433747,680.0,35.42531728744507,20000.0,34.0,1243.8977994918823,680000.0,564.5679850293991,680000.0
0.022514343,-0.88364685,80.0,0.0031822876,-0.0010066729,0.10000001,0.0,80.0,0.052933138,93.54145,1.3309588,0.037608918,-1.3712473,5000,0.8278737,1000,1000.0,1000,5,0.0,919.0898592174053,909.3746949891705,902.2209700904787,5,6.218669933865507,1.3898238,0.011269424,-1.4490955,20000,0.82713735,1000,1000.0,1000,20,0.0,931.3227267563343,917.0164688058554,893.0264496682212,20,9.86904347605496,700.0,33.657572746276855,20000.0,35.0,1277.620351076126,700000.0,594.2199145127709,700000.0
0.020470582,-0.88364685,80.0,0.0031792603,-0.0010779325,0.10000002,0.0,80.0,0.048630763,93.51521,1.368965,0.03384851,-1.4039357,5000,0.82873386,1000,1000.0,1000,5,0.0,907.8562106229365,903.6690713788382,895.8540983900893,5,4.10683135161222,1.4590881,0.02097968,-1.3764616,20000,0.8295974,1000,1000.0,1000,20,0.0,934.7690166309476,911.0165566361786,881.3195375110954,20,13.077825366272439,720.0,44.69915747642517,20000.0,36.0,1322.3808465003967,720000.0,447.43572651337377,720000.0
0.0238031,-0.88364685,80.0,0.003250916,-0.0016992505,0.10000002,0.0,80.0,0.061850544,93.41595,1.3598346,0.006143664,-1.4158833,5000,0.8287094,1000,1000.0,1000,5,0.0,917.8037487473339,905.8988868176937,892.1040061973035,5,8.238606007796436,1.4077412,0.003149059,-1.411631,20000,0.8327664,1000,1000.0,1000,20,0.0,934.1925778090954,911.529109850491,858.4411311298609,20,15.66812660687102,740.0,43.59467053413391,20000.0,37.0,1366.0542042255402,740000.0,458.7716744949438,740000.0
0.027664185,-0.88364685,80.0,0.0036354729,-0.0015578062,0.10000002,0.0,80.0,0.07779296,93.295456,1.3616922,0.034172174,-1.4095432,5000,0.8331917,1000,1000.0,1000,5,0.0,927.9839584231377,904.9759961471893,849.2454240964726,5,29.182753837171628,1.4031386,0.030179426,-1.4008069,20000,0.83471876,1000,1000.0,1000,20,0.0,930.5045735090971,907.6988988077967,840.0920185176656,20,23.017198096777427,760.0,42.21921181678772,20000.0,38.0,1408.337664604187,760000.0,473.7179861810531,760000.0
0.016831664,-0.88364685,80.0,0.002165524,-0.00093965814,0.10000002,0.0,80.0,0.04940137,93.53722,1.3909235,0.0168587,-1.3869535,5000,0.8326694,1000,1000.0,1000,5,0.0,930.0687311217189,912.6983169876039,899.9556014984846,5,9.729918670615813,1.3530005,0.019964332,-1.3866049,20000,0.8318455,1000,1000.0,1000,20,0.0,923.421648979187,911.4005075670779,862.5951135717332,20,12.953486966265052,780.0,42.625924825668335,20000.0,39.0,1451.0332026481628,780000.0,469.19803105260644,780000.0
0.0303302,-0.88364685,80.0,0.0031284592,-0.0013534303,0.10000002,0.0,80.0,0.06436693,93.43417,1.3907826,0.014378895,-1.3472196,5000,0.8372661,1000,1000.0,1000,5,0.0,930.5054351091385,923.5697844535113,916.243521541357,5,5.53488614056742,1.4180714,0.02205705,-1.4257162,20000,0.8321172,1000,1000.0,1000,20,0.0,931.9416334629059,905.5226705667635,838.3556178191502,20,22.819867286091736,800.0,43.05415678024292,20000.0,40.0,1494.1716623306274,800000.0,464.5312205760764,800000.0
0.022747803,-0.88364685,80.0,0.0030638375,-0.0011295127,0.10000002,0.0,80.0,0.07335255,92.85276,1.466613,0.04089844,-1.3702037,5000,0.83694345,1000,1000.0,1000,5,0.0,923.6194459013641,906.1217400396242,862.0039989850484,5,22.74536001267431,1.3807548,0.043743204,-1.4385407,20000,0.83561295,1000,1000.0,1000,20,0.0,926.0709474235773,902.8370966289629,842.2612616056431,20,19.226018338161907,820.0,42.79408550262451,20000.0,41.0,1537.0460782051086,820000.0,467.3543029392093,820000.0
0.016586304,-0.88364685,80.0,0.0031460887,-0.000721097,0.10000002,0.0,80.0,0.073923975,93.17369,1.3608412,-0.0027095187,-1.4713326,5000,0.8399131,1000,1000.0,1000,5,0.0,929.7282594591379,915.913854262,901.7243221548852,5,10.329688491394958,1.4036441,0.029714936,-1.3679717,20000,0.83658576,1000,1000.0,1000,20,0.0,936.13761895895,906.951389101155,799.0145048501145,20,30.195524852923747,840.0,41.1813440322876,20000.0,42.0,1578.3091995716095,840000.0,485.65680576911984,840000.0
0.028891753,-0.88364685,80.0,0.0042079007,-0.0014608938,0.10000001,0.0,80.0,0.064749375,93.089455,1.388319,0.008565363,-1.3525103,5000,0.84285015,1000,1000.0,1000,5,0.0,928.3092297911644,917.986687650159,906.7707450259477,5,6.92215898683623,1.3732998,0.014411858,-1.4485149,20000,0.8407136,1000,1000.0,1000,20,0.0,937.3611744344234,911.621796934618,835.4520470523275,20,26.660193527208964,860.0,41.43810534477234,20000.0,43.0,1619.8083326816559,860000.0,482.64754948607026,860000.0
0.035662126,-0.88364685,66.6,0.0037841303,-0.0014747374,0.10000001,0.003003003003003003,80.0,0.06929257,93.584724,1.4259044,0.021095622,-1.3465606,5000,0.83941805,1000,1000.0,1000,5,0.0,926.3406797200441,901.8847584730014,851.3329851804301,5,28.346997781339113,1.4125526,0.03179653,-1.3905256,20000,0.8431286,1000,1000.0,1000,20,0.0,932.0851441696286,904.1654578219022,780.5708050699905,20,35.473684000465106,880.0,44.127291440963745,20000.0,44.0,1663.9936428070068,880000.0,453.23425360827446,880000.0
0.047010496,-0.88364685,80.0,0.0044767978,-0.002325543,0.10000002,0.0,80.0,0.06887007,93.22833,1.3662525,0.021109961,-1.425821,5000,0.8468291,1000,1000.0,1000,5,0.0,931.3897346034646,912.0410206855624,860.9958304089378,5,25.76829462252924,1.3882324,0.014662073,-1.3986465,20000,0.843159,1000,1000.0,1000,20,0.0,930.7002247273922,916.4212888794602,872.4212173763663,20,13.171498916055842,900.0,45.173133850097656,20000.0,45.0,1709.2417602539062,900000.0,442.74103422551815,900000.0
0.025622558,-0.88364685,80.0,0.0031477564,-0.0013682767,0.10000002,0.0,80.0,0.054484636,93.549904,1.3552176,0.036351588,-1.4208865,5000,0.84135413,1000,1000.0,1000,5,0.0,928.8414703458548,900.825418113079,846.0784916654229,5,29.693796303757424,1.4081184,0.019924827,-1.4024818,20000,0.8409494,1000,1000.0,1000,20,0.0,926.5295752491802,909.4519073137402,864.8644943535328,20,15.770079625794413,920.0,45.02698993682861,20000.0,46.0,1754.3307905197144,920000.0,444.1780369520446,920000.0
0.03590454,-0.88364685,80.0,0.003938409,-0.0018761377,0.10000002,0.0,80.0,0.035596102,93.77428,1.369931,0.04191402,-1.3503383,5000,0.8431937,1000,1000.0,1000,5,0.0,920.5974010080099,898.8188463913277,873.472141938284,5,20.713589342217016,1.386037,0.028054213,-1.4138606,20000,0.84307045,1000,1000.0,1000,20,0.0,935.733595252037,912.8793260959908,888.7401457857341,20,12.38379400589273,940.0,45.38604688644409,20000.0,47.0,1799.793056488037,940000.0,440.6640668670706,940000.0
0.027037963,-0.88364685,80.0,0.0039160354,-0.0014559978,0.10000002,0.0,80.0,0.048061512,93.43889,1.3573424,0.0104058385,-1.380462,5000,0.85073113,1000,1000.0,1000,5,0.0,935.4800268560648,915.8446708149044,906.562859794125,5,10.181756844208744,1.3934448,0.029356506,-1.4005089,20000,0.844848,1000,1000.0,1000,20,0.0,934.4315986782312,909.6810915892944,853.4876545108855,20,17.020894937989688,960.0,44.972837686538696,20000.0,48.0,1844.8520069122314,960000.0,444.71287623432346,960000.0
0.023365479,-0.88364685,80.0,0.0025430066,-0.0011068736,0.10000002,0.0,80.0,0.059792355,93.47186,1.4431359,0.04408236,-1.3866097,5000,0.8444792,1000,1000.0,1000,5,0.0,922.7587107941508,908.6615695584566,894.6535207778215,5,9.404655696142099,1.3735044,0.023214815,-1.3977765,20000,0.84532493,1000,1000.0,1000,20,0.0,929.1306680887938,909.3991350574609,842.360309033189,20,19.929198183883948,980.0,45.075660705566406,20000.0,49.0,1890.011502981186,980000.0,443.69843252303554,980000.0
0.02343872,-0.88364685,80.0,0.0030465084,-0.0010422862,0.10000002,0.0,80.0,0.08805561,93.089355,1.3541753,0.024140127,-1.3895962,5000,0.8463674,1000,1000.0,1000,5,0.0,931.6365113705397,911.6772162176669,895.7054806984961,5,12.347623451448355,1.3882219,0.026471097,-1.3792255,20000,0.8467066,1000,1000.0,1000,20,0.0,932.5716283917427,907.2951532852952,846.6836910005659,20,22.57545822043702,1000.0,43.28867316246033,20000.0,50.0,1933.404491186142,1000000.0,462.0146227383998,1000000.0
