actor/clip_fraction,actor/entropy,actor/iterations,actor/kl,actor/loss,actor/std,actor/stop,critic/iterations,critic/loss,critic/v,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.11218781,1.0518217,23.5,0.007275723,-0.013759095,0.692738,0.031914893617021274,80.0,2.6329837,4.8709173,3.06228,-0.03690271,-2.706383,5000,0.7180652,1000,1000.0,1000,5,0.0,203.7642512328748,189.29485035369618,156.94492808222822,5,16.720584380215996,2.9160893,-0.032817837,-3.2350628,20000,0.70165217,1000,1000.0,1000,20,0.0,187.162818432349,124.46950723599821,80.96068259477033,20,34.63718761968469,20.0,23.807134866714478,20000.0,1.0,23.807134866714478,20000.0,840.0842903596368,20000.0
0.08198816,1.0506239,3.4,0.007928662,-0.0076506324,0.6919151,0.29411764705882354,80.0,2.1605997,17.337791,3.2907648,-0.02625101,-3.4031982,5000,0.83332014,1000,1000.0,1000,5,0.0,374.015326614026,364.4771776774651,355.7888568849303,5,6.581903413857903,3.6102057,-0.015939772,-3.1903381,20000,0.7807919,1000,1000.0,1000,20,0.0,364.01974065368995,289.9106846733157,205.53222274556174,20,51.034284207073206,40.0,22.047117471694946,20000.0,2.0,45.921934366226196,40000.0,907.1480671192901,40000.0
0.14759827,1.0441074,19.2,0.009339911,-0.016910182,0.68743104,0.041666666666666664,80.0,1.2617215,32.522938,3.4838126,0.024936112,-3.1594718,5000,0.88548213,1000,1000.0,1000,5,0.0,463.69064292137045,444.90404729291333,429.74189627333544,5,12.240087249458005,3.5157995,-0.006065022,-3.3922815,20000,0.8710378,1000,1000.0,1000,20,0.0,444.8883941046661,411.9616952173528,367.96422722097486,20,21.51949361693569,60.0,27.729501962661743,20000.0,3.0,73.71857047080994,60000.0,721.2534876006914,60000.0
0.099002965,1.0391123,6.2,0.008322485,-0.006053013,0.6840382,0.16129032258064516,80.0,1.0751996,42.85263,3.295077,-0.0076143816,-3.4949403,5000,0.9081293,1000,1000.0,1000,5,0.0,562.9958969186991,539.6367905518767,528.5860217274167,5,13.287461311507853,3.8194146,-0.010553391,-3.6240413,20000,0.8983022,1000,1000.0,1000,20,0.0,543.8168118423782,489.76440955447487,442.38885069673415,20,31.602020849547785,80.0,25.157774448394775,20000.0,4.0,98.94601702690125,80000.0,794.9828805813197,80000.0
0.089670815,1.0331112,4.8,0.0072141015,-0.0047527677,0.6799653,0.20833333333333334,80.0,1.4177847,53.243454,3.3117857,0.028139122,-3.3267071,5000,0.9540126,1000,1000.0,1000,5,0.0,668.8997009047598,653.5916630231834,635.8639308195561,5,13.023434370001196,3.5958593,4.366699e-05,-3.4524374,20000,0.9289818,1000,1000.0,1000,20,0.0,663.8199692275375,594.8743200636443,534.4366972232237,20,38.692686841338336,100.0,26.033421277999878,20000.0,5.0,125.04491305351257,100000.0,768.2432434226939,100000.0
0.12104654,1.013057,36.2,0.0072956057,-0.014254962,0.6665643,0.016574585635359115,80.0,1.5753931,64.082184,3.447495,0.002800473,-3.4261725,5000,0.99943876,1000,1000.0,1000,5,0.0,761.4042094741017,746.5467376659392,733.4655366167426,5,10.78055259372309,3.5011606,0.013979341,-3.6817586,20000,0.9712122,1000,1000.0,1000,20,0.0,744.6014310717583,695.993037301919,637.3667333662743,20,33.20423411345648,120.0,27.372418642044067,20000.0,6.0,152.48234796524048,120000.0,730.662505989879,120000.0
0.10263711,0.9743138,49.8,0.0070349537,-0.014304223,0.64135075,0.008032128514056224,80.0,1.1624572,74.00991,3.260341,0.0107355025,-3.4399755,5000,1.0046054,1000,1000.0,1000,5,0.0,812.4993663169444,801.7193685151869,786.9890696310904,5,8.420959254709977,4.0803432,0.002016494,-3.646336,20000,1.0065941,1000,1000.0,1000,20,0.0,817.280506528914,780.4641184657696,731.840236287564,20,23.097346876204583,140.0,30.053324699401855,20000.0,7.0,182.5991702079773,140000.0,665.4837759230696,140000.0
0.09640686,0.92522043,80.0,0.007686609,-0.015354555,0.6109242,0.0,80.0,0.75452423,80.4159,3.3744397,0.0035887596,-3.245475,5000,1.0057925,1000,1000.0,1000,5,0.0,858.1219611018896,838.061981264688,819.2257370688021,5,12.701576083354395,3.6126866,0.0040224986,-3.3401616,20000,1.0117422,1000,1000.0,1000,20,0.0,845.1378043629229,817.9487168571504,791.9828767050058,20,12.269647770794892,160.0,39.66973257064819,20000.0,8.0,222.33483815193176,160000.0,504.1627130806041,160000.0
0.10372999,0.87843436,61.5,0.008475132,-0.016938822,0.5834302,0.0040650406504065045,80.0,0.59163857,83.83615,3.0831604,0.005726753,-3.0792534,5000,0.9929694,1000,1000.0,1000,5,0.0,860.6693760678172,850.0424412349239,844.1428334265947,5,5.8992726671541575,3.6468906,-0.0017306823,-3.3555374,20000,1.0044453,1000,1000.0,1000,20,0.0,858.0981925409287,844.9130315472255,822.9254329476971,20,8.70647370368419,180.0,31.55685782432556,20000.0,9.0,253.97128868103027,180000.0,633.7766615211932,180000.0
0.13093416,0.839661,34.6,0.010010644,-0.01843395,0.56138253,0.023121387283236993,80.0,0.48025292,86.120895,3.7816978,0.010619889,-3.0526319,5000,0.9795307,1000,1000.0,1000,5,0.0,889.7765695750713,877.123420078773,867.0423556063324,5,8.234198458178534,3.230064,0.01268894,-3.4048486,20000,0.9892727,1000,1000.0,1000,20,0.0,884.6288752220571,865.1261001251871,841.3717645499855,20,12.113772322162736,200.0,30.51714038848877,20000.0,10.0,284.5504882335663,200000.0,655.3694004548378,200000.0
0.118173406,0.79841644,41.8,0.009157861,-0.017372487,0.5387186,0.014354066985645933,80.0,0.47673202,88.55529,2.9973748,0.006422541,-2.9045236,5000,0.9704682,1000,1000.0,1000,5,0.0,923.1991448551416,902.8166613100562,888.0731221288443,5,11.644532980698406,3.1286492,0.012196456,-3.215037,20000,0.97589535,1000,1000.0,1000,20,0.0,910.3040801659226,891.0283297109593,868.1734555935254,20,11.175158300899266,220.0,31.90682625770569,20000.0,11.0,316.52681589126587,220000.0,626.8251138005267,220000.0
0.1270628,0.75263673,37.4,0.008723481,-0.017989898,0.51463854,0.016042780748663103,80.0,0.31341514,91.22186,3.107831,0.011742115,-2.754169,5000,0.96910375,1000,1000.0,1000,5,0.0,929.4339926764369,918.0558992452919,905.7943205088377,5,7.529533504677455,2.9183884,0.010711119,-3.1768558,20000,0.9792779,1000,1000.0,1000,20,0.0,929.5638782233,912.0939191399142,876.6812613718212,20,13.521763420872436,240.0,29.808820962905884,20000.0,12.0,346.4005708694458,240000.0,670.9423369977636,240000.0
0.12222185,0.7049878,40.6,0.010539382,-0.01730362,0.4906682,0.014778325123152709,80.0,0.19595008,93.09319,3.0973911,-0.007021755,-2.7985697,5000,0.967958,1000,1000.0,1000,5,0.0,932.3436649297364,927.06734520928,920.2624667212367,5,4.4516102844647225,3.1662493,0.0035128442,-3.040473,20000,0.9712036,1000,1000.0,1000,20,0.0,935.5503492727876,922.5612780421973,906.920886695385,20,8.723286157870499,260.0,32.33590912818909,20000.0,13.0,378.8020794391632,260000.0,618.5074284045671,260000.0
